label,text,description_length,word_count,preprocessed_text,Label_encoded
Impetigo,"I am experiencing skin rashes with burning sores. The blistering sores are fluid-filled, elevated, red colored lesions that are unpleasant to touch. I also have a high fever.",174,28,skin rash burning sore blistering sore fluid filled elevated red colored lesion unpleasant touch high fever,10
Impetigo,"I believe I have some skin disease. There are rashes on my face and small sores near my nose. The sores have become red, and painful and some kind of a yellow ooze discharges from them.",185,36,believe skin disease rash face small sore near nose sore become red painful kind yellow ooze discharge,10
Impetigo,"I have noticed that the sores on my face are healing more slowly and are more likely to become infected. My cheek sores are large, painful to the touch, and extremely difficult to handle. I can't seem to get rid of these sores.",227,43,noticed sore face healing slowly likely become infected cheek sore large painful touch extremely difficult handle seem rid sore,10
Impetigo,"I am having a high fever. I've had a skin rash on my face, neck and arms. The rash is made up of burning red lesions. I'm concerned about my health.",148,31,high fever skin rash face neck arm rash made burning red lesion concerned health,10
Impetigo,"I've acquired skin rashes with blistering sores. The blistering sores are fluid-filled, elevated lesions that are unpleasant to touch. I'm also running a high fever.",165,25,acquired skin rash blistering sore blistering sore fluid filled elevated lesion unpleasant touch running high fever,10
Impetigo,"I'm running a high temperature. Near my nose, red sores are forming. The lesions are painful, and yellow rust-colored fluid is oozing from them.",144,24,running high temperature near nose red sore forming lesion painful yellow rust colored fluid oozing,10
Impetigo,"I have rashes around my nose, as well as huge red sores. The rash is spreading to other places on my body, as I've seen. In addition, I have a high temperature every night.",172,34,rash around nose well huge red sore rash spreading place body seen addition high temperature every night,10
Impetigo,My cheeks and nose are covered with red sores. I've observed that the rash on my neck and chest is spreading faster. I am also developing a mild fever.,151,29,cheek nose covered red sore observed rash neck chest spreading faster developing mild fever,10
Impetigo,My nasal sores have crusted up and become difficult to touch. The wounds used to leak a yellow-rust coloured fluid. It is taking a lot longer to deal with using medication.,172,31,nasal sore crusted become difficult touch wound used leak yellow rust coloured fluid taking longer deal using medication,10
Impetigo,"A few days ago, I experienced a tiny rash around my nose. The rash is now accompanied by a burning feeling and skin redness and discharge of fluid. I believe it is some sort of infection.",187,36,day ago experienced tiny rash around nose rash accompanied burning skin redness discharge fluid believe sort infection,10
Impetigo,"Small red sores appeared near my nose and neck at first. I now have a high temperature, and the sores have gotten more painful and inflamed in recent days.",155,29,small red sore appeared near nose neck first high temperature sore gotten painful inflamed recent day,10
Impetigo,"A rash has developed around my nose and lips, with huge red lesions that are painful and emit a yellow rust-colored fluid.",122,22,rash developed around nose lip huge red lesion painful yellow rust colored fluid,10
Impetigo,"My face is covered in sores. Most of them are near my nose and lips. The lesions are causing discomfort or suffering, and a yellow or rust-colored fluid is oozing from them.",173,32,face covered sore near nose lip lesion causing discomfort suffering yellow rust colored fluid oozing,10
Impetigo,"I've started getting sores on my face and nose. I have no idea what is causing this. My cheek sores are large and irritating to the touch, and I have a burning feeling and skin redness.",185,36,started getting sore face nose idea causing cheek sore large irritating touch burning skin redness,10
Impetigo,"Over the last two days, the rash on my face has gotten more severe and inflamed, and the blisters have begun to bleed clear pus. It is really painful to deal with.",163,32,last two day rash face gotten severe inflamed blister begun bleed clear pu painful deal,10
Impetigo,"I feel I have a skin condition. My face has rashes and little blisters around my nose. The wounds have turned red and painful, and a yellow liquid is oozing from them.",167,32,skin condition face rash little blister around nose wound turned red painful yellow liquid oozing,10
Impetigo,"I've observed that the lesions on my face are healing slower and are more prone to infection. The lesions on my cheeks are huge, unpleasant to the touch, and incredibly difficult to treat. I can't seem to get these sores to go away.",232,43,observed lesion face healing slower prone infection lesion cheek huge unpleasant touch incredibly difficult treat seem sore go away,10
Impetigo,"I'm running a high temperature. I've developed a rash on my face, neck, and arms. The rash consists of painful red lesions. My health is a concern for me.",154,29,running high temperature developed rash face neck arm rash consists painful red lesion health concern,10
Impetigo,"Over the last week, the rash on my face has gotten more severe and painful, and the sores have begun to discharge a yellow colored fluid. It's becoming increasingly painful by the day.",184,33,last week rash face gotten severe painful sore begun discharge yellow colored fluid becoming increasingly painful day,10
Impetigo,"I've had rashes on my face. I'm developing little sores around my nose, and a yellow ooze is frequently oozing from them. The lesions have become even more painful.",164,29,rash face developing little sore around nose yellow ooze frequently oozing lesion become even painful,10
Impetigo,I'm feeling quite ill. I have a high fever and a headache. Rashes appeared on my arms and face. I'm quite concerned about this. I saw red sores around my nose and lips today.,174,34,ill high fever headache rash appeared arm face concerned saw red sore around nose lip today,10
Impetigo,"The rashes on my face are not healing. I tried some medications but it is not helping much. Recently, I noticed small sores near my nose. They are painful and very difficult to handle.",184,34,rash face healing tried medication much noticed small sore near nose painful difficult handle,10
Dengue,I am facing severe joint pain and vomitting. I have developed a skin rash that covers my entire body and is accompanied by intense itching. ,140,25,facing severe joint pain vomitting developed skin rash cover entire body accompanied intense itching,6
Dengue,"I have been experiencing chills and shivering, despite being in a warm environment. My back pains all the time and there are red spots on my arms.",146,27,chill shivering despite warm back pain red spot arm,6
Dengue,"I have been experiencing severe joint pain that makes it difficult for me to move and perform my daily activities. Also, I have lost my apetite because of which I feel weak.",173,32,severe joint pain make difficult move perform daily activity lost apetite weak,6
Dengue,I have been vomiting frequently and have lost my appetite as a result. My joints and back pain all the time.,108,21,vomiting frequently lost appetite result joint back pain,6
Dengue,I have a high fever accompanied with severe headache and body pain. I experince chills every night. There is a distinct pain behind my eyes too.,144,26,high fever accompanied severe headache body pain experince chill every night distinct pain behind eye,6
Dengue,"I have been feeling extremely tired and fatigued, and I have no energy to do anything. I have developed rashes on my neck, which itch upon touching. ",149,27,extremely tired fatigued energy anything developed rash neck itch upon touching,6
Dengue,I have been experiencing a severe headache that is accompanied by pain behind my eyes. I have lost my apetite and experience chills every night. ,145,25,severe headache accompanied pain behind eye lost apetite experience chill every night,6
Dengue,I have been feeling nauseous and have a constant urge to vomit. There is a strong pain behind my eyes and there are small red spots all over my arms.,149,30,nauseous constant urge vomit strong pain behind eye small red spot arm,6
Dengue,I have developed red spots on my body that are itchy and inflamed. I am also experiencing high fever along with chills and shivering. ,134,24,developed red spot body itchy inflamed high fever along chill shivering,6
Dengue,I have been experiencing muscle pain that makes it difficult for me to move around. I have lost my apetite and feel vomiting. My legs and back pain a lot. ,155,30,muscle pain make difficult move around lost apetite vomiting leg back pain,6
Dengue,"I have been experiencing back pain that is worse when I sit or stand for a long time. Also, there are rashes all over my body. There is a pain behind my eyes too.",162,34,back pain worse sit stand long rash body pain behind eye,6
Dengue,The skin rash I have developed is accompanied by redness and swelling. I don’t feel well as I have severe fever accompanied with body pain.,139,25,skin rash developed accompanied redness swelling well severe fever accompanied body pain,6
Dengue,The chills and shivering I have been experiencing are accompanied by a feeling of coldness and high fever. I have also developed rashes on my arms and red spots on my neck.,172,32,chill shivering accompanied coldness high fever developed rash arm red spot neck,6
Dengue,"The joint pain I have been experiencing is severe and feels like a constant ache. My head aches most of the time and I am starting to develope mild fever, accompanied with chills. ",180,33,joint pain severe feel constant ache head ache starting develope mild fever accompanied chill,6
Dengue,The vomiting I have been experiencing is accompanied by stomach cramps and dizziness. I have lost my apetite and feel weak as a result. There is a pain behind my eyes too.,171,32,vomiting accompanied stomach cramp dizziness lost apetite weak result pain behind eye,6
Dengue,The high fever I have been experiencing is accompanied by sweating and weakness. My muscles pain as a result I cannot work all day. ,132,24,high fever accompanied sweating weakness muscle pain result cannot work day,6
Dengue,"The fatigue I have been feeling is extreme and makes it difficult for me to perform even basic tasks. I feel vomitting and developed rashes on my arms, neck and legs. ",167,31,fatigue extreme make difficult perform even basic task vomitting developed rash arm neck leg,6
Dengue,The headache I have been experiencing is severe and is accompanied by a feeling of pressure in my head. I have mild fever along with headache. There are small red spots on my back.,180,34,headache severe accompanied pressure head mild fever along headache small red spot back,6
Dengue,The nausea I have been feeling is accompanied by a loss of appetite and feeling of unease. There is a distinct pain in my back and muscles pain too. ,149,29,nausea accompanied loss appetite unease distinct pain back muscle pain,6
Dengue,The muscle pain I have been experiencing is severe and feels like a constant ache. There are red spots all over my body and the itching is causing me a lot of discomfort.,170,33,muscle pain severe feel constant ache red spot body itching causing discomfort,6
Dengue,"I have developed a skin rash that covers my entire body and is accompanied by intense itching. My body pains and I have a mild fever, acompanied with headache and chills.",170,31,developed skin rash cover entire body accompanied intense itching body pain mild fever acompanied headache chill,6
Dengue,"I'm experiencing extreme body pain, headache and vomiting. I've developed red spots that covers my entire body and causes severe itching.",137,21,extreme body pain headache vomiting developed red spot cover entire body cause severe itching,6
Dengue,"My back hurts all the time, and my arms and neck have rashes. The back of eyes pain a lot. I also have fever and it is making we worried about my health.",153,33,back hurt arm neck rash back eye pain fever making worried health,6
Dengue,"I've been suffering from significant joint pain, which makes it difficult for me to walk and carry out my everyday tasks. I've also lost my appetite, which makes me feel weak and feel like vomitting.",199,35,suffering significant joint pain make difficult walk carry everyday task lost appetite make weak vomitting,6
Dengue,There is a constant behind my eyes. I have developed red spots on my neck and face and rashes on my arms. My arms and legs pain a lot. . The spots are itchy and uncomfortable and it is worrying me.,197,41,constant behind eye developed red spot neck face rash arm arm leg pain spot itchy uncomfortable worrying,6
Dengue,"I've been feeling sick and feel a strong need to vomit. There is a sharp ache behind my eyes, and swollen red dots all over my back.",132,27,sick strong need vomit sharp ache behind eye swollen red dot back,6
Dengue,My shivers and shivering have been accompanied with a sensation of coldness and a very high fever. Rashes on my arms and red patches on my neck have also appeared. ,164,30,shiver shivering accompanied sensation coldness high fever rash arm red patch neck appeared,6
Dengue,"I have been suffering from severe joint ache. I feel vomiting most of the time, and I am developing a moderate fever with chills. The fever that doesn't seem to come down even with medication.",192,35,suffering severe joint ache vomiting developing moderate fever chill fever seem come even medication,6
Dengue,"The vomiting I've been having has been followed by stomach pains and dizziness. I've lost my appetite and as a result feel weak. My arms, back, neck pain most of the time.",171,32,vomiting followed stomach pain dizziness lost appetite result weak arm back neck pain,6
Dengue,I have developed red spots on my arms and legs that are itchy and inflamed. I have been feeling nauseaus and have a constant urge to vomit. This is accomapanied by mild fever.,175,33,developed red spot arm leg itchy inflamed nauseaus constant urge vomit accomapanied mild fever,6
Dengue,"I have developed a skin rash that covers my entire body. The rash is red and swollen, and is worse in certain areas such as my arms and legs. I have also lost my appetite. ",172,35,developed skin rash cover entire body rash red swollen worse certain area arm leg lost appetite,6
Dengue,I have been experiencing chills and shivering. There is a strong pain in my back and also behind my eyes. I have also noticed small red spots on my back and neck. ,163,32,chill shivering strong pain back behind eye noticed small red spot back neck,6
Dengue,I have been experiencing severe joint pain that is making my day very difficult. I feel like vomiting all the time and have a mild headache too.,144,27,severe joint pain making day difficult vomiting mild headache,6
Dengue,"I have been vomiting frequently and have lost my appetite as a result. There are rashes on my skin and my eyes pain, because of which I cannot sleep properly.",158,30,vomiting frequently lost appetite result rash skin eye pain cannot sleep properly,6
Dengue,I have a high fever along with a severe headache. The fever is accompanied by extreme body pain and chills. I am worried about my health and don’t know what to do.,163,32,high fever along severe headache fever accompanied extreme body pain chill worried health know,6
Dengue,"I have been feeling extremely tired and fatigued, and I have no energy to do anything. The fatigue is so severe that I struggle to get out of bed. I have noticed small red spots on my arms and legs. ",199,40,extremely tired fatigued energy anything fatigue severe struggle bed noticed small red spot arm leg,6
Dengue,I have been experiencing a severe headache that is accompanied by pain behind my eyes. I feel tired and fatigued because of which I cannot work all day. I am worried about my health.,182,34,severe headache accompanied pain behind eye tired fatigued cannot work day worried health,6
Dengue,"I have been feeling nauseous and have a constant urge to vomit, which is accompanied with mild fever and headache. ",115,20,nauseous constant urge vomit accompanied mild fever headache,6
Dengue,I have developed rashes on my body that are itchy and. I have lost my appetite and feel very tired all day. I feel something is wrong with my body.,147,30,developed rash body itchy lost appetite tired day something wrong body,6
Dengue,"I have been experiencing muscle pain and headache. The muscle pain feels like a constant ache and is worse when I try to use the affected muscles. There are small red spots developing on my face, neck and arms.",210,39,muscle pain headache muscle pain feel constant ache worse try use affected muscle small red spot developing face neck arm,6
Dengue,"My back hurts, and I have rashes on my arms and armpits. The back of my eyeballs hurt a lot. I also have a mild fever, which is making us concerned about my health. ",165,34,back hurt rash arm armpit back eyeball hurt mild fever making u concerned health,6
Dengue,"I am experiencing very high fever and chills every night. It is really concerning me. Moreover, I don’t feel like eating anything and my back, arms, legs pain a lot. There is a strange pain behing my eyes. I can’t do any physical activities. ",242,44,high fever chill every night concerning moreover eating anything back arm leg pain strange pain behing eye physical activity,6
Dengue,"As a result of my regular vomiting, I've lost my appetite. My muscles, joints and back constantly hurt. I am starting to have fever too. I am really worried and not sure what to do.",181,35,result regular vomiting lost appetite muscle joint back constantly hurt starting fever worried sure,6
Dengue,I have been experiencing a severe fever that is accompanied by pain behind my eyes and headache. I feel tired and exhasuted because of which I cannot do any work.,162,30,severe fever accompanied pain behind eye headache tired cannot work,6
Dengue,"My whole body is paining a lot and I don’t feel like eating anything. I have mild fever and get chills every night. Also, there are some red spots developing on my back and neck.",178,35,whole body paining eating anything mild fever chill every night red spot developing back neck,6
Dengue,"My joints and back pain everyday. I feel like vomitting and this has made me very weak. Because of my body pain, I am not able to focus on my work and don’t feel like doing anything.",182,37,joint back pain everyday vomitting made weak body pain able focus work anything,6
Dengue,The body pain I have been feeling is extreme. I has lost my appetite and developed rashes on my arms and face. The back of my eyes pain a lot.,142,30,body pain extreme lost appetite developed rash arm face back eye pain,6
Dengue,I have developed rashes on my body. I am also experiencing high fever along with chills and headache. My joints and back hurt and there is a strange pain in the back of my eyes.,177,35,developed rash body high fever along chill headache joint back hurt strange pain back eye,6
Dengue,"I have been feeling nauseous and have a constant urge to vomit. I get high fever and chills every night and feel terrible because of this. Also, I feel I have lost my appetite.",176,34,nauseous constant urge vomit high fever chill every night terrible lost appetite,6
Dengue,"There are rashes on my skin, which itch if I touch them. I don’t feel good as my joints pain whole day. At night, I have mild fever and get chills, because of which I can’t sleep too.",183,38,rash skin itch touch good joint pain whole day night mild fever chill sleep,6
Fungal infection,"I have raised lumps, a rash that looks red and inflamed, discoloured areas of skin that are different colours from the rest of my skin, and itching on my skin.",159,30,raised lump rash look red inflamed discoloured area skin different colour rest skin itching skin,8
Fungal infection,"All over my body, there has been a severe itching that has been followed by a red, bumpy rash. My skin also has a few darkened spots and a few tiny, nodular breakouts. It has been happening for several days and is becoming worse.",229,44,body severe itching followed red bumpy rash skin spot tiny nodular breakout happening several day becoming worse,8
Fungal infection,"I've had a rash on my skin that looks like dischromic patches, and I also have a lot of nodular eruptions and really bad itching. During the previous week, it has become worse.",176,33,rash skin look dischromic patch nodular eruption bad itching previous week become worse,8
Fungal infection,"I've had a rash that won't go away and a bothersome itching on my skin. In addition, I've seen some color-different areas and bumps that resemble knots or lumps on my skin.",172,32,rash go away itching skin addition seen color different area bump resemble knot lump skin,8
Fungal infection,"I have a rash all over my body, and I can't stop scratching because my skin is itchy. My skin also has a few spots where the hue is altered and some lumps and knot-like pimples.",177,36,rash body stop scratching skin itchy skin spot hue altered lump knot pimple,8
Fungal infection,"Recently, my skin has been quite itchy, and I have a rash all over my body. My skin also has a few spots where the hue is altered and some lumps and knot-like pimples.",167,34,skin itchy rash body skin spot hue altered lump knot pimple,8
Fungal infection,"My skin has been itching a lot and developing a rash. Additionally, I have a few areas of my skin that are a different hue than the rest of it. Additionally, I have a few firm pimples or breakouts on my skin.",208,42,skin itching developing rash area skin different hue rest firm pimple breakout skin,8
Fungal infection,"All over my body has been itching like crazy, and now there are red areas all over. Additionally, some of the patches have a different tone than my natural skin. And on my skin, there are these lumps or pimples that have developed.",231,43,body itching crazy red area patch different tone natural skin skin lump pimple developed,8
Fungal infection,"My skin has been acting up recently, becoming extremely itchy and rashes-prone. Additionally, there are certain spots that deviate from my natural skin tone in terms of hue. And now my skin has these lumps or bumps that weren't there before.",241,41,skin acting becoming extremely itchy rash prone certain spot deviate natural skin tone term hue skin lump bump,8
Fungal infection,"On my arms and legs, I have a lot of red pimples and itchy skin. My skin also has a few odd-looking lesions. And occasionally there are bumps that are somewhat uncomfortable.",174,32,arm leg red pimple itchy skin skin odd looking lesion occasionally bump somewhat uncomfortable,8
Fungal infection,I have an itchy skin and lots of red bumps on my arms and legs. There are some weird looking spots on my skin too. And sometimes there are bumps that feel kind of hard.,168,35,itchy skin lot red bump arm leg weird looking spot skin sometimes bump kind hard,8
Fungal infection,"Doctor, I have a really itchy rash on my skin and there are some weird spots that are a different color. There are also some bumps on my skin that look like little knots",169,34,doctor itchy rash skin weird spot different color bump skin look little knot,8
Fungal infection,"Doctor, My skin is covered in a very uncomfortable rash, along with some odd patches of a different hue. My skin also has a few pimples that resemble little knots",162,30,doctor skin covered uncomfortable rash along odd patch different hue skin pimple resemble little knot,8
Fungal infection,"I have lots of itchy spots on my skin, and sometimes they turn red or bumpy. There are also some weird patches that are different colors than the rest of my skin, and sometimes I get these weird bumps that look like little balls.",229,44,lot itchy spot skin sometimes turn red bumpy weird patch different color rest skin sometimes weird bump look little ball,8
Fungal infection,"My skin frequently develops itchy bumps that can occasionally turn red or rough. Aside from that, my skin occasionally develops strange pimples that resemble small balls and some odd spots that are a different hue from the rest of my skin.",239,41,skin frequently develops itchy bump occasionally turn red rough aside skin occasionally develops strange pimple resemble small ball odd spot different hue rest skin,8
Fungal infection,"Doctor, I have these red rashes that keep popping up and my skin is continuously itching. In addition, I've observed some odd color-different spots on my skin, as well as some little nodules on my skin that appear to be expanding.",230,41,doctor red rash keep skin continuously itching addition observed odd color different spot skin well little nodule skin appear expanding,8
Fungal infection,"I have been experiencing some really intense itching all over my body, along with redness and bumps on my skin. There are also these weird patches that are different colors than the rest of my skin, and sometimes I get these nodules that look like small bumps.",260,47,intense itching body along redness bump skin weird patch different color rest skin sometimes nodule look small bump,8
Fungal infection,"All over my body, I've been scratching so much that my skin has become red and developed pimples. Additionally, I occasionally get these nodules that resemble little pimples, as well as these strange patches that are a different hue from the rest of my skin.",258,45,body scratching much skin become red developed pimple occasionally nodule resemble little pimple well strange patch different hue rest skin,8
Fungal infection,"I've been experiencing a lot of itching, which has been accompanied with a rash that appears to be growing worse over time. There are also certain areas of skin that are different colours from the rest, and I've spotted several lumps that resemble little nodes.",261,45,itching accompanied rash appears growing worse certain area skin different colour rest spotted several lump resemble little node,8
Fungal infection,"I've been having a lot of problems with itching, and it's been accompanied by a rash that seems to be getting worse over time. There are also some patches of skin that are different colors than the rest, and I've noticed some bumps that look like little nodes.",260,48,problem itching accompanied rash seems getting worse patch skin different color rest noticed bump look little node,8
Fungal infection,"Doctor, My skin is covered in an uncomfortable rash and has a few odd patches of skin that are a different colour. There are a few pimples on my skin that resemble little knots.",177,34,doctor skin covered uncomfortable rash odd patch skin different colour pimple skin resemble little knot,8
Fungal infection,"I've been itching a lot, and it's been accompanied with a rash that looks to be getting worse over time. There are also some patches of skin that are different colours from the rest of the skin, as well as some lumps that resemble little nodes.",244,46,itching accompanied rash look getting worse patch skin different colour rest skin well lump resemble little node,8
Fungal infection,"My skin has been acting up lately, becoming exceedingly itchy and prone to rashes. Furthermore, several patches differ from my normal skin tone in terms of colour. And now I have lumps or bumps on my skin that weren't there before.",231,41,skin acting lately becoming exceedingly itchy prone rash furthermore several patch differ normal skin tone term colour lump bump skin,8
Fungal infection,"A rash that appears to be developing throughout my skin has been accompanying my recent bouts of intense itching and discomfort. On my skin, I also have some dischromic spots and little lumps that seem to be appearing everywhere.",229,39,rash appears developing throughout skin accompanying recent bout intense itching discomfort skin dischromic spot little lump seem appearing everywhere,8
Fungal infection,"My skin always itches, and occasionally it becomes quite rough and red. In addition, I occasionally get little pimples that resemble tiny balls and certain spots that are a different colour from the rest of my skin. It severely irritates me and itches.",252,43,skin always itch occasionally becomes rough red addition occasionally little pimple resemble tiny ball certain spot different colour rest skin severely itch,8
Fungal infection,"I have a lot of itching all over my skin, and sometimes it gets really red and bumpy. There are also some patches that are different colors than the rest of my skin, and sometimes I get these little bumps that look like little balls. It's really annoying and itchy.",265,50,itching skin sometimes get red bumpy patch different color rest skin sometimes little bump look little ball annoying itchy,8
Fungal infection,"I have a pretty irritating itch all over my body, and my skin also has a few red, bumpy areas. I've also had some pimples that resemble small balls and other spots that are a different colour than the rest of my skin. ",218,43,pretty irritating itch body skin red bumpy area pimple resemble small ball spot different colour rest skin,8
Fungal infection,"I've had a pretty uncomfortable itch all over my body, as well as red and bumpy areas on my skin. There are also certain patches of my skin that are a different hue than the rest of it, and I've had some pimples that resemble little balls.",239,47,pretty uncomfortable itch body well red bumpy area skin certain patch skin different hue rest pimple resemble little ball,8
Fungal infection,"I've been having this really annoying itch all over my body, and I have red and bumpy spots on my skin too. There are also some areas that are a different color than the rest of my skin, and I've had some bumps that look like little balls.",239,48,annoying itch body red bumpy spot skin area different color rest skin bump look little ball,8
Fungal infection,"I've had a pretty uncomfortable itch all over my body, as well as red and bumpy areas on my skin. There are also certain patches of my epidermis with a distinct shade than the rest of it, and I've had some pimples that resemble little balls.",241,46,pretty uncomfortable itch body well red bumpy area skin certain patch distinct shade rest pimple resemble little ball,8
Fungal infection,"I've been really itchy lately and there are these rashy spots all over my skin. There are also some areas that look different in shade than the rest of my skin, and I've had some bumps that are kind of hard.",207,41,itchy lately rashy spot skin area look different shade rest skin bump kind hard,8
Fungal infection,"I've been quite itchy recently, and I have rashy patches all over my skin. There are also certain regions that are darker in colour than the rest of my skin, and I've got some firm lumps.",187,36,itchy rashy patch skin certain region darker colour rest skin got firm lump,8
Fungal infection,"I've been rather itchy recently, and I have rashy blotches all over my skin. There are also certain regions that are more dark in color than the rest of my skin, and I've got some painful lumps.",194,37,rather itchy rashy blotch skin certain region dark color rest skin got painful lump,8
Fungal infection,"Recently, I've been scratching myself a lot, and my skin is covered with rashy places. Additionally, I've had a few pimples that are rather firm, and there are certain spots on my body that have a different shade of brown than the rest of my skin.",247,46,scratching skin covered rashy place pimple rather firm certain spot body different shade brown rest skin,8
Fungal infection,"My skin has been really itchy and there are these rashy spots all over. There are also some patches that look different in color than the rest of my skin, and I've had some bumps that are kind of hard.",201,40,skin itchy rashy spot patch look different color rest skin bump kind hard,8
Fungal infection,"My skin has been really scratchy, and there are rashes all over my body. I have some bumps that are quite firm, as well as some areas that are a darker shade from the rest of my skin. It's extremely unpleasant.",210,41,skin scratchy rash body bump firm well area darker shade rest skin extremely unpleasant,8
Fungal infection,"There are rashy areas all over my skin, which has been really irritating. Additionally, I have some bumps that are fairly firm and some patches that are a different colour from the rest of my skin.",197,36,rashy area skin irritating bump fairly firm patch different colour rest skin,8
Fungal infection,"Recently, I've been scratching myself a lot, and my skin is covered with rashy places. In addition, there are a few spots where my skin doesn't appear to be its usual shade, and I've experienced a few lumps that are quite painful.",230,42,scratching skin covered rashy place addition spot skin appear usual shade experienced lump painful,8
Fungal infection,"I've been really itchy lately and there are these rashy spots all over my skin. There are also some areas that don't look like the normal color of my skin, and I've had some bumps that are kind of hard",201,40,itchy lately rashy spot skin area look normal color skin bump kind hard,8
Fungal infection,"I've been quite itchy recently, and I have rashy places all over my body. There are also some regions that don't appear to be the typical hue of my skin, and I've experienced some firm lumps.",191,36,itchy rashy place body region appear typical hue skin experienced firm lump,8
Fungal infection,"I've been itching and have rashy patches all over my skin recently. There are also some regions that don't appear to be the regular tone of my skin, and I've experienced some painful bumps.",189,34,itching rashy patch skin region appear regular tone skin experienced painful bump,8
Fungal infection,"Recently, I've been itching myself a lot, and my skin is covered with rashy patches. Furthermore, there are a few regions where my skin doesn't appear to be its usual tone, and I've experienced a few lumps that are exceptionally painful.",237,41,itching skin covered rashy patch furthermore region skin appear usual tone experienced lump exceptionally painful,8
Fungal infection,"I've been having this constant itch and there are these red and bumpy spots on my skin. There are also some patches that are a different color than the rest of my skin, and I've had some bumps that are kind of like little lumps.",228,45,constant itch red bumpy spot skin patch different color rest skin bump kind little lump,8
Fungal infection,"There are red, bumpy areas on my skin, and I've been scratching myself nonstop. Additionally, I have some bumps that resemble little lumps and some spots that are a different shade of skin than the rest of my body.",214,39,red bumpy area skin scratching nonstop bump resemble little lump spot different shade skin rest body,8
Fungal infection,"I've had a lot of itching on my skin, which occasionally turns into a rash. There are also some odd patches of skin that are a different hue than the rest of me, and I occasionally get little pimples that resemble nodules.",222,42,itching skin occasionally turn rash odd patch skin different hue rest occasionally little pimple resemble nodule,8
Fungal infection,"I've had a tendency of itching on my skin, that frequently turns into a rash. There are also some strange patches of skin that are a different tone than the rest of my skin, and I regularly get little lumps that mimic nodules.",226,43,tendency itching skin frequently turn rash strange patch skin different tone rest skin regularly little lump mimic nodule,8
Fungal infection,"I've been experiencing a lot of itching on my skin, and sometimes it turns into a rash. There are also some strange patches of skin that are a different color than the rest of me, and sometimes I get little bumps that look like nodules.",236,45,itching skin sometimes turn rash strange patch skin different color rest sometimes little bump look nodule,8
Fungal infection,"My body has been itching terribly all over, and there are now red spots everywhere. Some of the patches also differ in tone from my natural complexion. And there are these lumps or pimples that have appeared on my skin.",219,40,body itching terribly red spot everywhere patch differ tone natural complexion lump pimple appeared skin,8
Fungal infection,"My skin has been really itchy lately, and it occasionally erupts into a rash. In addition, I have a few odd areas of skin that are a different coloration from the rest of me, and occasionally I develop little bumps that look  like nodules.",239,44,skin itchy lately occasionally erupts rash addition odd area skin different coloration rest occasionally develop little bump look nodule,8
Fungal infection,There are now red blotches all over my body where I have been itching horribly all over. A few of the patches also differ in complexion from my natural skin. And these lumps or bumps have developed on my skin.,209,40,red blotch body itching patch differ complexion natural skin lump bump developed skin,8
Common Cold,"I can't stop sneezing and my nose is really runny. I'm also really cold and tired all the time, and I've been coughing a lot. My fever is really high too, like way above normal.",177,35,stop sneezing nose runny cold tired coughing fever high way normal,5
Common Cold,"My nose is extremely runny, and I can't seem to stop sneezing. In addition, I constantly feel cold, exhausted, and I've been coughing a lot. My fever is also really high far above normal.",187,34,nose extremely runny seem stop sneezing addition constantly cold exhausted coughing fever high far normal,5
Common Cold,"I've been sneezing nonstop and I can't seem to shake this chill. I'm feeling really weak and tired, and my cough won't go away. My fever is really high",151,29,sneezing nonstop seem shake chill weak tired cough go away fever high,5
Common Cold,"I've been sneezing incessantly and I just can't get this chill to go away. I feel so weak and exhausted, and my cough won't stop. My temperature is really high.",160,30,sneezing incessantly chill go away weak exhausted cough stop temperature high,5
Common Cold,I'm constantly sneezing and my body is shaking from being cold. I'm so tired I can barely move and my head is killing me. My fever is through the roof,150,30,constantly sneezing body shaking cold tired barely move head killing fever roof,5
Common Cold,"I'm constantly sneezing, and the cold is making my body tremble. I'm so exhausted that I can hardly move, and my head hurts. My fever is quite high.",148,28,constantly sneezing cold making body tremble exhausted hardly move head hurt fever high,5
Common Cold,"I've been quite exhausted and ill. I'm sneezing nonstop and am quite cold. My head is throbbing, and I lack energy. Additionally, I have a very high fever and feel like I am on fire.",182,35,exhausted ill sneezing nonstop cold head throbbing lack energy high fever fire,5
Common Cold,"I've been feeling really tired and sick. I've been sneezing a lot and I can't seem to get warm. I'm so tired and my head is killing me. And my fever is really high, like I'm boiling.",182,37,tired sick sneezing seem warm tired head killing fever high boiling,5
Common Cold,"I've been quite exhausted and ill. My throat has been quite painful, and I've had a fairly nasty cough. I've got a lot of chills and a pretty high temperature. Just feeling extremely run down and weak",200,37,exhausted ill throat painful fairly nasty cough got chill pretty high temperature extremely run weak,5
Common Cold,"I've been quite exhausted and ill. I have been sneezing a lot and am having trouble warming up. I'm so exhausted, and my head hurts. And I feel like I am boiling over with my high temperature.",192,37,exhausted ill sneezing trouble warming exhausted head hurt boiling high temperature,5
Common Cold,I can't stop sneezing and I feel really tired and crummy. My throat is really sore and I have a lot of gunky stuff in my nose and throat. My neck feels swollen and puffy too.,174,36,stop sneezing tired throat sore gunky stuff nose throat neck feel swollen puffy,5
